,index,AGGT,DIV,CIV,HIST,GEO,KISW,ENGL,PHY,CHEM,BIO,B/MATH,Course
2303,15002,22,III,C,C,C,C,C,D,F,C,F,AQUACULTURE TECHNOLOGY
2304,15003,17,I,C,C,C,B,C,C,C,B,A,CLINICAL MEDICINE
2305,15004,17,I,C,C,C,B,B,C,C,B,B,PCM
2306,15005,17,I,C,C,C,B,A,C,C,B,C,PCB
2307,15006,14,I,B,B,C,B,B,C,C,B,A,PCB
2308,15007,16,I,C,C,C,A,C,C,C,B,A,PCB
2309,15008,16,I,C,C,C,C,A,C,C,B,A,PCM
2310,15011,12,I,C,B,B,B,B,B,B,A,A,PCB
2311,15012,10,I,B,A,B,B,B,B,A,A,A,MECHANICAL ENGINEERING
2312,15013,10,I,B,B,B,A,A,B,B,A,A,PCB
2313,15014,20,II,C,D,C,B,C,D,C,B,D,CBG
2314,15016,15,I,B,B,C,B,B,C,C,A,C,PCM
2315,15018,14,I,C,A,B,B,C,C,B,A,C,PCM
2316,15021,24,III,C,D,D,C,C,D,D,C,D,ACCOUNTANCY
2317,15022,16,I,C,B,C,B,B,C,C,B,B,PCM
2318,15023,12,I,B,B,B,A,A,C,C,B,B,PCB
2319,15024,18,II,C,C,C,C,A,D,C,B,C,PCM
2320,15025,22,III,C,C,D,C,C,D,C,C,D,HOSPITALITY OPERATIONS
2321,15026,16,I,C,C,C,B,B,C,B,B,B,PCM
2322,15027,18,II,C,D,C,C,B,D,C,A,C,PCM
2323,15028,19,II,C,C,C,C,A,D,D,C,C,EGM
2324,15029,16,I,C,B,C,B,B,C,C,A,C,PCB
2325,15030,19,II,C,C,C,B,C,C,C,B,C,PCB
2326,15033,19,II,C,C,C,C,B,C,C,B,C,PCB
2327,15034,25,III,C,D,F,C,C,F,D,C,F,MASTER FISHERMAN
2328,15035,10,I,B,B,B,A,A,B,B,A,A,PCB
2329,15036,19,II,C,C,C,C,B,D,C,B,D,HGE
2330,15037,17,I,B,C,C,B,B,D,C,B,C,PCB
2331,15038,20,II,C,D,C,C,B,D,D,A,D,CBG
2332,15039,20,II,C,C,C,C,B,D,C,C,C,CBG
2333,15042,20,II,C,C,C,B,C,C,C,C,D,CBG
2334,15044,18,II,C,C,C,B,B,D,C,B,C,PCB
2335,15045,18,II,C,C,C,B,C,C,C,B,B,PCM
2336,15047,19,II,C,B,C,C,B,D,C,C,C,PGM
2337,15049,21,II,C,C,C,C,C,D,C,C,C,HGL
2338,15050,23,III,D,D,C,C,C,D,C,C,D,INFORMATION AND COMMUNICATION TECHNOLOGY
2339,15051,20,II,C,C,C,C,C,C,C,C,B,PCM
2340,15052,18,II,B,B,C,C,C,C,C,B,C,PCB
2341,15053,19,II,C,C,C,B,C,C,C,B,C,PCB
2342,15126,17,I,B,C,C,C,B,F,C,B,D,CBG
2343,15131,21,II,C,C,C,C,C,F,D,C,F,HGL
2344,15132,15,I,B,C,C,B,B,D,C,B,D,PCB
2345,15135,17,I,C,B,C,C,A,D,C,C,C,EGM
2346,15136,17,I,B,C,C,C,B,D,C,B,D,CLINICAL MEDICINE
2347,15137,17,I,B,C,C,C,B,D,C,B,D,PCB
2348,15143,22,III,C,D,C,C,C,F,D,C,F,HGL
2349,15147,20,II,C,D,C,C,B,F,D,C,F,HGL
2350,15148,20,II,C,C,C,C,C,D,C,C,C,CBG
2351,15149,21,II,C,D,C,C,B,F,D,C,D,HKL
2352,15152,18,II,C,C,C,B,B,F,D,C,C,EGM
2353,15154,21,II,C,D,C,C,B,F,D,C,D,HGL
2354,15155,16,I,C,C,B,B,B,D,D,B,C,PGM
2355,15158,14,I,B,C,C,A,A,D,C,B,D,HKL
2356,15159,13,I,B,C,B,B,B,D,B,A,C,PCB
2357,15160,15,I,B,D,C,B,B,C,C,B,D,PCB
2358,15161,20,II,C,D,C,B,C,F,D,C,F,HGK
2359,15162,16,I,C,C,C,B,B,D,B,B,C,PCM
2360,15164,22,III,C,C,D,C,C,F,D,D,F,HGL
2361,15165,20,II,C,C,C,C,B,D,C,C,D,CBG
2362,15167,18,II,C,C,C,C,B,D,C,B,C,PGM
2363,15170,20,II,B,C,C,C,C,D,C,C,D,CBG
2364,15173,15,I,B,C,C,B,B,C,C,B,C,PCB
2365,15174,12,I,B,B,C,B,A,C,B,A,C,PCB
2366,15175,19,II,C,C,C,B,C,F,C,B,C,SCIENCE AND LABORATORY TECHNOLOGY
2367,15176,20,II,C,C,C,C,B,D,C,C,D,CBG
2368,15181,20,II,C,C,C,C,B,D,D,C,D,HGE
2369,15184,17,I,B,C,C,B,B,D,C,B,D,NURSING AND MIDWIFERY
2370,15190,20,II,C,C,C,B,C,D,C,C,C,CBG
2371,15197,20,II,C,C,C,B,C,D,C,C,D,HGE
2372,15199,21,II,C,D,C,C,C,D,D,C,D,PROCUREMENT AND LOGISTICS MANAGEMENT
2373,15200,20,II,C,C,C,B,C,F,D,C,D,HGE
2374,15201,20,II,C,B,C,C,C,D,C,C,D,CBG
2375,15208,19,II,C,C,C,C,C,D,C,B,F,HGE
2376,15210,18,II,C,C,C,B,C,D,C,C,C,PHYSIOTHERAPY
2377,15212,17,I,B,C,C,B,B,D,C,B,D,CBG
2378,15214,16,I,C,C,C,B,B,F,C,B,C,CBG
2379,15236,21,II,C,D,D,C,B,F,C,C,C,HKL
2380,15239,16,I,C,B,C,A,A,D,D,C,C,PGM
2381,15241,17,I,B,B,C,B,B,D,C,C,C,PGM
2382,15248,20,II,C,C,C,B,C,D,C,C,C,PCM
2383,15262,23,III,C,C,C,C,C,F,D,D,D,HGE
2384,15435,21,II,C,D,C,C,C,D,C,C,C,CLINICAL DENTISTRY
2385,15446,20,II,C,C,C,B,C,C,C,C,C,PCM
2386,15447,23,III,C,D,C,C,C,F,D,C,D,"LIBRARY, RECORDS AND INFORMATION STUDIES"
2387,15455,25,III,C,D,D,C,D,F,D,C,D,COMMUNITY DEVELOPMENT
2388,15457,20,II,C,C,C,B,B,F,D,C,F,HGL
2389,15461,19,II,C,C,C,B,C,D,C,B,D,CBG
2390,15466,12,I,A,C,B,B,B,C,B,A,C,PCB
2391,15467,12,I,A,B,C,B,B,C,B,A,B,PCB
2392,15468,12,I,B,B,B,B,A,C,B,A,C,PCB
2393,15469,13,I,B,C,B,A,B,C,C,B,C,PCB
2394,15470,7,I,B,B,A,A,A,B,A,A,A,PCB
2395,15471,15,I,B,C,C,B,A,C,C,B,C,PCB
2396,15472,9,I,B,A,B,A,A,B,B,A,A,PCB
2397,15473,11,I,A,B,B,A,A,C,B,B,C,NURSING AND MIDWIFERY
2398,15474,7,I,A,A,B,A,A,C,B,A,A,PCB
2399,15475,12,I,B,B,B,B,A,C,B,A,B,PCB
2400,15477,17,I,B,C,C,C,B,D,C,B,C,CLINICAL MEDICINE
2401,15479,13,I,B,B,B,B,B,B,B,B,A,PCM
2402,15480,15,I,B,B,C,B,B,D,C,B,C,PCB
2403,15481,14,I,B,B,C,B,B,D,C,B,C,PCB
2404,15482,15,I,B,C,C,B,A,D,C,A,C,HEALTH INFORMATION SCIENCES
2405,15483,11,I,A,B,C,B,B,C,B,A,A,PCM
2406,15484,13,I,B,C,B,B,B,C,B,A,B,PCB
2407,15485,11,I,B,B,B,A,A,C,B,B,B,PCB
2408,15486,11,I,A,B,B,B,A,C,B,A,B,PCB
2409,15488,17,I,B,C,C,B,B,D,C,B,D,CBG
2410,15490,10,I,A,C,B,B,A,C,B,A,C,PCB
2411,15491,13,I,A,C,B,B,B,D,C,B,C,EGM
2412,15492,13,I,B,B,B,A,B,D,C,B,D,CBG
2413,15493,9,I,A,C,B,A,A,C,B,A,B,PCB
2414,15494,17,I,B,C,C,B,C,D,C,C,C,EGM
2415,15495,18,II,B,C,C,B,C,D,C,B,D,PCB
2416,15496,11,I,B,B,C,A,A,C,B,B,A,PCB
2417,15497,13,I,B,B,B,B,B,D,B,B,C,PCB
2418,15498,18,II,B,C,C,B,B,D,C,C,C,EGM
2419,15499,13,I,B,B,C,B,A,D,C,B,C,PCB
2420,15500,9,I,A,A,B,B,A,C,C,A,B,PCB
2421,15501,21,II,C,C,C,C,C,D,C,C,D,CBG
2422,15502,7,I,B,A,A,A,A,B,A,A,A,PCM
2423,15504,9,I,A,B,B,A,A,C,B,A,C,PCB
2424,15505,9,I,A,A,B,B,A,B,B,A,A,PCM
2425,15506,11,I,B,B,C,B,A,C,B,A,A,PCB
2426,15507,7,I,B,A,A,A,A,B,B,A,A,PCM
2427,15508,12,I,A,A,C,B,B,C,B,A,C,PCB
2428,15509,13,I,B,C,C,B,B,C,C,A,B,PCM
2429,15510,10,I,A,C,B,A,A,C,B,A,B,EGM
2430,15511,7,I,B,A,B,A,A,B,A,A,A,PCB
2431,15512,15,I,B,C,C,B,B,C,C,B,C,PCB
2432,15514,9,I,A,B,B,A,B,C,B,A,A,PCB
2433,15516,11,I,B,A,B,B,B,C,B,A,C,PCB
2434,15517,7,I,A,A,B,A,A,B,B,A,A,PCB
2435,15518,14,I,B,C,B,B,B,C,B,A,C,PCM
2436,15519,17,I,B,B,C,B,B,D,C,C,C,CBG
2437,15520,8,I,A,B,A,B,A,B,B,A,A,PCB
2438,15521,8,I,B,A,B,A,A,B,B,A,A,PCM
2439,15522,7,I,A,A,B,A,A,B,A,A,A,PCB
2440,15523,10,I,B,A,B,A,A,C,B,A,B,PCB
2441,15524,17,I,C,D,B,B,A,C,C,C,C,PCM
2442,15525,12,I,A,B,C,A,A,C,C,B,C,PCB
2443,15527,15,I,C,C,C,B,B,C,B,B,B,PCM
2444,15528,7,I,A,A,B,A,A,B,B,A,A,PCB
2445,15529,11,I,A,C,B,B,B,C,B,A,B,PCB
2446,15530,7,I,A,A,A,B,A,B,A,A,A,EGM
2447,15531,11,I,B,A,B,B,A,C,B,A,C,PCB
2448,15532,21,II,C,D,D,C,C,D,C,C,C,PCM
2449,15533,8,I,A,A,B,A,A,C,B,A,B,PCM
2450,15535,11,I,A,B,C,B,A,C,B,B,A,PCM
2451,15536,11,I,B,B,B,B,A,B,B,A,A,PCB
2452,15537,12,I,A,B,B,A,B,D,C,B,B,PCB
2453,15538,19,II,C,D,C,B,B,D,C,C,D,HGE
2454,15539,14,I,B,B,C,C,B,D,C,A,C,PCB
2455,15540,9,I,B,A,B,A,B,C,B,A,A,CBG
2456,15541,9,I,A,A,C,A,A,C,B,A,B,PCB
2457,15553,24,III,C,D,D,C,C,D,D,C,F,CERTIFICATE IN ACCOUNTING AND FINANCE
2458,15555,16,I,B,C,C,B,B,C,C,B,B,PCB
2459,15556,19,II,B,D,C,C,B,D,C,C,D,CBG
2460,15557,20,II,C,D,C,C,C,C,C,B,D,PCB
2461,15559,21,II,C,D,C,C,C,D,C,B,D,CBG
2462,15560,16,I,C,C,B,B,B,C,C,A,C,PCB
2463,15562,12,I,C,C,B,C,A,B,B,A,A,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (FIZIKIA NA HISABATI)
2464,15567,19,II,C,C,C,C,B,C,C,B,C,PCB
2465,15571,18,II,C,C,C,B,B,C,C,B,D,CLINICAL MEDICINE
2466,15574,19,II,C,D,C,C,B,C,C,B,C,CLINICAL MEDICINE
2467,15577,19,II,C,C,C,B,C,C,B,C,C,PCB
2468,15578,13,I,B,C,C,B,B,C,B,A,B,PCB
2469,15588,15,I,B,C,B,B,B,C,C,A,D,PCB
2470,15589,21,II,C,D,C,C,C,C,C,C,C,PCB
2471,15733,24,III,C,C,D,C,C,F,D,D,F,PUBLIC SECTOR ACCOUNTING AND FINANCE
2472,15734,20,II,C,C,C,B,C,F,C,C,D,CBG
2473,15737,25,III,C,D,D,C,C,F,F,D,F,COMMUNITY DEVELOPMENT
2474,15738,16,I,B,B,B,B,B,D,C,C,C,CBG
2475,15742,23,III,C,D,D,B,C,F,D,D,F,HUMAN RESOURCE MANAGEMENT
2476,15745,17,I,C,C,C,B,A,F,C,B,D,CBG
2477,15746,19,II,B,D,C,B,B,F,D,C,D,HGK
2478,15751,18,II,C,C,C,B,B,F,D,C,F,HKL
2479,15753,19,II,C,C,C,B,C,D,C,C,C,PCM
2480,15754,21,II,C,D,C,B,C,F,D,C,D,HGK
2481,15756,20,II,C,C,C,B,C,F,D,C,F,HGL
2482,15758,22,III,C,D,D,B,C,F,D,C,F,HKL
2483,15759,24,III,C,D,D,B,C,F,D,D,F,ACCOUNTANCY
2484,15765,20,II,C,C,C,C,B,F,D,C,F,HGL
2485,15766,16,I,B,C,C,A,B,F,C,C,D,CBG
2486,15769,21,II,C,C,C,C,C,F,D,C,F,HKL
2487,15778,24,III,C,C,C,C,D,F,D,D,F,RECORDS MANAGEMENT
2488,15780,14,I,B,B,B,B,B,C,B,B,C,PCB
2489,15781,14,I,B,B,B,B,A,D,C,B,F,PCB
2490,15785,24,III,C,D,D,C,C,F,D,D,C,COMMUNITY DEVELOPMENT
2491,15791,23,III,C,C,D,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
2492,15797,17,I,C,B,C,B,B,D,C,B,D,PCB
2493,15798,19,II,C,C,C,B,B,D,D,C,D,HGE
2494,15799,18,II,B,B,C,C,C,D,C,B,C,EGM
2495,15806,18,II,B,C,C,B,B,D,C,C,D,HGL
2496,15807,22,III,C,C,C,C,C,F,F,D,F,ACCOUNTANCY
2497,15809,23,III,C,B,D,C,C,F,D,D,D,HKL
2498,15813,20,II,C,C,C,B,C,D,C,C,D,CBG
2499,15817,22,III,C,D,C,C,C,D,C,C,D,HGL
2500,15822,19,II,C,C,C,C,C,D,B,B,C,PCB
2501,15824,24,III,C,D,D,B,D,F,D,C,F,RECORDS MANAGEMENT
2502,15834,24,III,C,D,D,B,D,F,D,C,F,LOGISTICS AND TRANSPORT MANAGEMENT
2503,15837,19,II,C,C,C,B,C,D,C,B,D,CBG
2504,15840,16,I,C,C,C,A,A,F,C,B,F,HGL
2505,15847,24,III,C,D,C,C,D,F,D,C,D,MARKETING AND PUBLIC RELATIONS
2506,15850,23,III,D,D,D,B,C,D,C,C,F,ECONOMICS DEVELOPMENT
2507,15852,22,III,C,D,C,C,C,D,C,C,D,ACCOUNTING AND TRANSPORT FINANCE
2508,15854,17,I,C,C,C,B,B,C,B,B,C,PCB
2509,15912,19,II,C,C,C,B,C,C,C,B,C,PCB
2510,15916,22,III,C,D,C,C,C,F,C,C,D,CBG
2511,15920,23,III,C,C,C,C,C,D,D,D,F,HKL
2512,15921,22,III,C,D,C,C,C,D,C,C,D,HGL
2513,15922,22,III,C,D,D,B,C,F,D,C,C,HKL
2514,15923,19,II,C,C,C,B,C,C,C,B,C,PCB
2515,15927,25,III,C,F,D,C,C,F,D,D,D,COMMUNITY DEVELOPMENT
2516,15928,23,III,C,D,C,C,C,D,D,C,D,HGK
2517,15933,22,III,C,C,C,C,C,F,D,C,F,HGL
2518,15936,20,II,B,C,C,C,C,D,D,B,D,CBG
2519,15937,23,III,C,D,D,B,C,F,D,C,F,RECORDS MANAGEMENT
2520,15938,21,II,C,D,C,B,C,D,D,C,C,HKL
2521,15940,23,III,C,D,C,C,C,D,D,C,F,RURAL DEVELOPMENT PLANNING
2522,15941,20,II,C,C,C,B,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
2523,15944,23,III,C,D,C,C,C,D,D,C,F,GEOMATICS
2524,15945,23,III,C,D,D,B,C,D,C,D,D,HKL
2525,15948,25,III,C,D,D,C,D,F,D,C,F,COMMUNITY DEVELOPMENT
2526,15953,15,I,B,B,C,B,C,C,C,B,A,PCB
2527,15954,18,II,B,C,C,A,C,D,C,C,C,CBG
2528,15960,17,I,B,C,C,C,B,D,C,A,D,PCB
2529,15961,20,II,C,C,C,C,C,D,C,B,D,CBG
2530,15963,20,II,C,C,C,C,B,D,C,C,D,WATER LABORATORY TECHNOLOGY
2531,15964,23,III,C,C,D,C,C,D,D,C,F,PERFORMING AND VISUAL ARTS
2532,15965,24,III,C,D,D,C,C,F,D,C,F,HUMAN RESOURCE MANAGEMENT
2533,15969,14,I,B,B,C,B,A,C,C,B,B,PCB
2534,15970,15,I,C,B,C,B,B,C,C,B,A,PGM
2535,15973,19,II,C,C,C,C,C,C,B,B,C,PCB
2536,15974,18,II,B,C,C,C,B,D,C,B,D,NURSING AND MIDWIFERY
2537,15975,16,I,C,A,C,B,C,C,C,B,B,PCB
2538,15979,19,II,C,C,C,B,C,D,C,B,F,NURSING AND MIDWIFERY
2539,15980,20,II,C,C,C,C,C,C,C,B,D,NURSING AND MIDWIFERY
2540,15984,23,III,C,D,D,C,C,D,D,C,C,INFORMATION AND COMMUNICATION TECHNOLOGY
2541,15986,11,I,B,A,C,B,B,B,B,A,A,PCB
2542,15988,22,III,C,D,C,C,C,D,D,C,C,HUMAN RESOURCE MANAGEMENT
2543,16059,12,I,B,B,B,B,B,B,B,A,A,PCM
2544,16060,15,I,C,B,B,B,B,C,C,A,C,PCM
2545,16061,18,II,C,C,C,B,B,C,C,B,C,CBG
2546,16062,18,II,C,C,C,B,B,D,D,B,C,EGM
2547,16063,18,II,B,C,C,B,C,D,C,B,D,CBG
2548,16064,14,I,B,B,C,A,B,D,C,A,C,EGM
2549,16066,18,II,C,C,C,A,B,D,C,C,C,PCM
2550,16067,19,II,C,C,C,B,B,F,C,C,C,CBG
2551,16069,13,I,B,B,C,A,C,C,B,A,B,PCB
2552,16070,12,I,C,B,C,A,B,C,B,A,A,PCB
2553,16071,19,II,C,C,C,A,C,D,C,C,C,EGM
2554,16072,21,II,C,C,C,C,C,D,C,C,D,HGL
2555,16073,17,I,B,C,C,B,B,C,C,B,C,PCB
2556,16074,10,I,B,A,B,A,B,C,A,A,B,PCB
2557,16075,16,I,C,B,C,B,B,C,B,B,C,PCM
2558,16076,20,II,C,C,C,C,B,D,C,C,C,EGM
2559,16077,20,II,C,C,C,C,C,D,C,B,D,CBG
2560,16078,20,II,C,C,C,C,B,D,C,C,C,PCM
2561,16079,20,II,C,C,C,C,C,D,C,B,C,CBG
2562,16080,20,II,C,D,C,B,C,D,C,C,C,PCB
2563,16081,16,I,C,C,B,B,B,D,C,B,B,PCB
2564,16082,13,I,C,C,B,A,B,C,B,A,B,PCM
2565,16083,17,I,C,C,C,B,C,D,C,B,A,PCB
2566,16085,16,I,C,C,B,B,C,C,C,A,B,PCB
2567,16086,18,II,C,C,C,A,C,C,C,B,C,PCB
2568,16087,18,II,C,C,C,C,B,C,C,A,C,PCM
2569,16088,11,I,B,B,B,A,A,C,B,A,B,PCM
2570,16089,19,II,C,C,D,B,B,D,C,C,C,PCM
2571,16090,20,II,C,C,C,B,C,D,C,C,D,HGK
2572,16091,19,II,C,C,C,C,B,D,C,B,D,HGE
2573,16093,16,I,C,C,C,A,B,F,C,A,D,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
2574,16094,11,I,B,A,C,B,A,C,B,A,B,PCB
2575,16095,8,I,A,A,C,A,A,B,B,A,A,PCB
2576,16096,20,II,C,C,C,B,C,D,C,C,D,CBG
2577,16097,17,I,C,C,C,A,B,D,C,B,C,PCB
2578,16098,21,II,C,C,C,C,C,D,C,C,C,EGM
2579,16099,19,II,C,C,C,B,C,D,C,B,D,HGE
2580,16100,9,I,C,A,B,A,B,A,B,A,A,PCM
2581,16101,15,I,C,C,C,A,B,C,C,A,B,PCB
2582,16102,18,II,C,C,C,B,B,D,C,B,C,PCM
2583,16103,21,II,C,C,C,C,C,D,C,C,C,EGM
2584,16351,21,II,C,D,C,C,C,F,C,C,F,HGL
2585,16374,24,III,C,D,D,C,C,F,F,C,F,COMMUNITY DEVELOPMENT
2586,16386,20,II,C,C,C,B,C,D,C,C,F,HGL
2587,16393,23,III,C,D,C,C,C,F,D,C,D,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
2588,16396,22,III,C,D,C,B,D,F,D,C,C,HGK
2589,16407,21,II,C,D,D,B,C,D,C,C,C,HKL
2590,16411,20,II,C,C,C,B,C,D,D,C,C,EGM
2591,16419,24,III,C,D,C,C,D,D,D,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
2592,16421,23,III,D,D,C,B,C,F,D,C,D,HGK
2593,16424,14,I,C,C,B,A,B,C,C,B,A,PCB
2594,16425,20,II,C,C,C,B,C,D,D,C,C,HGE
2595,16427,23,III,C,D,C,D,C,D,C,C,F,ACCOUNTANCY
2596,16428,18,II,C,C,C,C,B,D,C,B,B,CBG
2597,16430,19,II,C,C,C,C,C,C,C,B,B,PCB
2598,16431,25,III,D,C,D,C,D,D,D,D,C,PROCUREMENT AND LOGISTICS MANAGEMENT
2599,16433,20,II,C,C,C,B,C,C,C,C,C,CBG
2600,16437,21,II,C,C,C,C,C,D,C,C,D,HGK
2601,16443,21,II,C,D,C,B,B,F,D,C,F,HKL
2602,16444,22,III,C,D,C,C,D,C,C,C,D,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (FIZIKIA NA KEMIA)
2603,16445,22,III,C,D,C,C,C,D,D,C,C,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
2604,16446,21,II,C,D,D,B,C,C,D,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (FIZIKIA NA BAIOLOJIA)
2605,16449,23,III,C,D,C,C,D,F,D,C,C,PUBLIC ADMINISTRATION
2606,16453,23,III,C,D,C,C,D,D,D,C,C,BUSINESS ADMINISTRATION
2607,16455,20,II,C,C,C,C,C,F,C,C,B,EGM
2608,16459,23,III,C,C,C,B,D,F,D,D,D,HGK
2609,16460,21,II,C,D,C,B,C,D,D,C,C,BANKING AND FINANCE
2610,16462,22,III,C,C,C,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
2611,16464,23,III,C,C,C,C,D,D,D,C,D,COMMUNITY DEVELOPMENT
2612,16465,20,II,C,C,C,C,C,D,C,C,B,CBG
2613,16466,18,II,C,C,C,B,C,D,C,B,B,PCM
2614,16467,22,III,C,D,C,C,D,D,C,C,C,CERTIFICATE IN ACCOUNTING AND FINANCE
2615,16470,23,III,C,D,C,C,D,D,D,C,C,PROCUREMENT AND LOGISTICS MANAGEMENT
2616,16638,19,II,C,D,C,B,B,D,C,C,C,EGM
2617,16639,22,III,D,D,C,C,C,D,C,C,C,EGM
2618,16640,24,III,C,D,C,C,C,D,D,D,F,INTERNATIONAL RELATIONS AND DIPLOMACY
2619,16641,19,II,C,C,C,B,B,D,C,C,C,EGM
2620,16642,21,II,C,D,C,C,B,F,C,C,D,HKL
2621,16643,17,I,B,C,B,A,B,F,D,C,F,HGL
2622,16644,24,III,C,D,C,C,C,F,D,D,D,BUSINESS MANAGEMENT
2623,16645,13,I,B,B,B,B,A,C,B,B,C,CLINICAL MEDICINE
2624,16646,17,I,C,C,B,B,A,D,C,C,C,EGM
2625,16647,24,III,D,F,C,C,C,D,C,D,D,INFORMATION TECHNOLOGY
2626,16648,22,III,C,C,C,C,B,F,D,D,F,HGL
2627,16650,22,III,C,C,C,C,C,F,D,C,D,HGL
2628,16651,23,III,C,D,C,C,C,D,D,C,D,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
2629,16652,18,II,C,C,C,B,B,D,C,C,B,EGM
2630,16654,19,II,C,C,C,B,B,D,C,C,D,CBG
2631,16656,9,I,B,A,A,A,B,C,B,A,A,PCB
2632,16658,23,III,C,D,C,C,C,D,D,C,F,CERTIFICATE IN COFFEE QUALITY AND TRADE
2633,16661,19,II,C,C,C,B,B,D,C,C,C,EGM
2634,16663,10,I,B,A,A,A,A,C,B,B,B,PCB
2635,16666,19,II,C,C,C,B,B,F,D,B,F,CBG
2636,16667,21,II,C,C,C,C,C,D,C,C,D,HGK
2637,16668,16,I,C,C,B,B,B,D,B,B,C,PCB
2638,16671,19,II,C,C,C,B,C,D,C,B,C,NURSING AND MIDWIFERY
2639,16673,19,II,C,C,C,C,B,D,C,B,F,NURSING AND MIDWIFERY
2640,16674,21,II,C,C,C,C,C,D,C,C,D,HGL
2641,16675,19,II,C,B,C,C,B,C,C,C,D,CBG
2642,16677,24,III,D,C,C,C,C,D,D,D,D,FREIGHT CLEARING AND FORWARDING
2643,16680,19,II,C,C,B,B,C,D,C,C,C,CBG
2644,16684,21,II,C,C,C,C,C,D,C,C,D,HKL
2645,16685,21,II,C,C,C,B,C,F,D,C,D,HGK
2646,16686,22,III,D,C,C,C,C,D,C,C,D,BANKING AND FINANCE
2647,16692,18,II,C,B,B,C,C,D,B,C,C,CBG
2648,16693,13,I,B,A,B,A,B,D,C,B,C,PCM
2649,16695,20,II,C,C,C,C,B,D,C,D,C,EGM
2650,16696,20,II,C,C,C,C,B,D,C,C,C,CBG
2651,16697,22,III,D,C,C,C,D,D,C,C,C,BANKING AND FINANCE
2652,16698,23,III,C,D,C,C,C,F,C,D,F,ACCOUNTANCY
2653,16701,21,II,C,C,C,C,C,D,C,C,D,HGL
2654,16702,20,II,C,C,C,C,B,D,C,C,F,HGE
2655,16703,24,III,C,D,D,C,C,F,D,C,D,RECORDS MANAGEMENT
2656,16704,21,II,C,D,B,C,C,D,C,C,D,CBG
2657,16705,17,I,B,C,B,B,B,D,C,C,D,CBG
2658,16707,22,III,C,C,C,C,C,D,D,C,F,INSURANCE AND RISK MANAGEMENT
2659,16782,21,II,C,D,C,B,C,F,C,C,D,HKL
2660,16809,19,II,C,C,C,B,C,D,C,B,D,CBG
2661,16812,25,III,C,F,D,C,D,F,C,C,F,SECRETARIAL STUDIES
2662,16822,22,III,C,D,C,C,C,F,C,C,D,HGL
2663,16828,21,II,D,C,C,C,C,D,C,C,C,HGK
2664,16840,23,III,C,D,C,C,D,F,C,C,D,BUSINESS ADMINISTRATION
2665,16845,23,III,C,D,D,C,D,D,C,C,C,BUSINESS ADMINISTRATION
2666,16849,25,III,D,C,D,D,D,F,C,C,D,AGRO-MECHANIZATION
2667,16850,23,III,D,D,C,C,C,D,C,D,C,SHIPPING AND LOGISTICS MANAGEMENT
2668,17109,23,III,C,D,C,B,C,F,D,D,F,HGK
2669,17112,23,III,C,D,C,C,C,F,D,C,F,ACCOUNTANCY
2670,17118,19,II,C,C,C,B,B,F,C,C,D,CBG
2671,17121,25,III,C,D,D,C,C,F,D,D,F,PROCUREMENT AND LOGISTICS MANAGEMENT
2672,17122,20,II,C,C,C,B,B,F,D,C,F,HKL
2673,17144,20,II,C,C,C,B,C,D,C,C,C,CBG
2674,17145,18,II,C,C,B,C,C,C,C,B,B,CBG
2675,17153,18,II,C,C,B,B,B,D,C,C,C,CBG
2676,17154,20,II,C,C,C,B,B,F,D,C,F,HGL
2677,17155,22,III,C,C,C,C,C,F,D,C,F,RECORDS MANAGEMENT
2678,17166,24,III,C,D,C,C,C,F,D,D,F,HUMAN RESOURCE MANAGEMENT
2679,17169,20,II,C,C,C,C,C,D,C,C,B,PCM
2680,18033,18,II,C,C,C,A,B,D,C,C,C,EGM
2681,18034,23,III,C,D,C,C,C,D,D,C,F,GEOMATICS
2682,18035,24,III,C,D,D,B,D,D,D,C,D,FILM AND TV PRODUCTION
2683,18036,20,II,C,C,C,B,C,D,C,C,D,CBG
2684,18037,21,II,C,D,C,B,C,D,C,C,D,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
2685,18038,23,III,C,D,C,C,C,D,C,D,F,TOUR GUIDING OPERATIONS
2686,18040,24,III,D,D,C,C,C,D,D,C,D,RURAL DEVELOPMENT PLANNING
2687,18041,19,II,C,C,C,B,B,D,C,C,C,CBG
2688,18047,22,III,C,D,C,C,C,D,C,C,D,BANKING AND FINANCE
2689,18049,18,II,C,B,C,B,B,D,C,C,C,CBA
2690,18050,8,I,B,A,A,A,A,B,B,A,A,PCB
2691,18051,20,II,C,C,C,B,C,D,C,C,D,HGK
